X_Coord,Y_Coord,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
36.74553399,-1.28608867,8074036764,node,15.625,pharmacy,,Philimed,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,64b1b01de2d9423bb062241e8deacaf5
37.57502784,0.340897996,3283812027,node,9.375,hospital,,pepo la tumaini dispensary,,,,,,,,,,,,,,,,,,,,,,,,28842235,3,2015/02/14 14:29:35+00,e76b5a990f54421e80fa6ba461d39176
36.59453988,-0.947324917,9248481090,node,12.5,hospital,hospital,AIC Kijabe Hospital,,,,,,,,,,,,,,,,,,,,,,,,113734760,1,2021/11/13 15:33:07+00,3e3833d931db4b0fac6ae6ecb70ad485
40.36175089,2.305862947,3702721568,node,9.375,clinic,,Wargadud Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33412755,1,2015/08/18 11:26:39+00,dcce25f095b144b8a639b3afd9fad6c6
36.86476732,-1.259937971,2378857067,node,21.875,pharmacy,,Benakim chemist,,,,private,operational,06:00-21:30,,,,,yes,,,,,,,,,,,,,19292003,3,2013/12/05 16:13:54+00,15618ac544964622bb7f067dbf2f8fa1
36.77029087,-1.290824781,5334918491,node,18.75,clinic,clinic,Aga Khan University Hospital Medical Centre,,,,,,,,,,,,,,,,,,,,,Gitanga Road,,Nairobi,56728223,3,2018/02/27 16:52:09+00,5a8a28a9557d478783bf08e044b44c63
40.11816096,-3.212353201,1315243432,node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,8371867,1,2011/06/07 16:55:53+00,7c91097fa8664cf8b19a2cc8c270bfc7
34.75375073,-0.124861313,8214402694,node,15.625,pharmacy,,Five Ways Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,29c0f98697514a77bd229c19bb88dda8
36.89544316,-1.2253995,8415773317,node,28.125,clinic,clinic,Cascade of Hope Health Care,,,gynaecology,private,operational,24-Jul,4,,,,,,,,,,,,,,,,,99125042,1,2021/02/11 17:35:02+00,4814315e4e274da1bc50e552e4455388
,,464293788,way,9.375,hospital,,St Agnes Clinic,,,,,,,,,,,,,,,,,,,,,,,,45034798,2,2017/01/09 19:32:13+00,f98d66fd85ab4bebbce386b71a8e14d4
37.46847289,-1.630617245,5637519162,node,18.75,clinic,,Ebenezer,,,,,,Mo-Fr 07:00-19:00,,,,,yes,,,,,sometime,,,,,,,,75323374,5,2019/10/05 16:52:20+00,f82b610fda874e338d693226f2b0e76c
36.85689219,-1.331131425,6207599849,node,15.625,,laboratory,Kobian Kenya Ltd,,,,,,,,,,,,,,,,,,,,,Mombasa Road,,Nairobi,66300154,1,2019/01/14 12:25:04+00,cd47279ba0124f2a86500c5a48234175
36.78191992,-1.310090083,7930787271,node,15.625,clinic,,Silanga Health,,,,county_government,operational,,,,,,,,,,,,,,,,,,,135086203,2,2023/04/19 06:02:00+00,9d86e4ea8501492b8be66c8dc5fd46ac
,,797911026,way,18.75,hospital,hospital,Baringo County referral hospital,,,,,,,,,,,yes,,,,,always,,,,,,,,84334558,1,2020/04/29 11:26:23+00,427cd3204551479da0341720943672ea
34.78083324,-0.091336718,8214402674,node,15.625,pharmacy,,Leclyme Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,99f70222594c4df89bafbc1d06e99688
40.05919444,1.750605447,10008317517,node,15.625,pharmacy,,SOMCARE HOSPITAL,,,,,,24-Jul,,,,,,,,,,,,,,,Isiolo-Mandera Road,,,125930932,2,2022/09/08 07:59:41+00,d9ba0268d5e648b89781c7fbbc17ea5e
35.74327647,0.493008248,5781632989,node,9.375,clinic,,Figtree Optical,,,,,,,,,,,,,,,,,,,,,,,,61817326,2,2018/08/20 09:44:48+00,faf167dc55364ffea5035d78e73e5694
,,792427700,way,21.875,hospital,hospital,Annex Medical Clinic and Clinic,,,,private,operational,Mo-Su 08:00-21:00,,,,,,,,,,,,,,,,,,134439265,2,2023/04/03 06:41:04+00,25279707c07a44bcb3dc25b707e973e6
35.98324734,0.475127386,6860048901,node,15.625,clinic,,Kapkures Dispensary,,,,,,,,,,,yes,,,,,sometime,,,,,,,,154754163,3,2024/08/02 21:36:19+00,1131d80a523a46dfa51a654045b28cdb
36.83707687,-1.309181065,3856033697,node,9.375,clinic,,Kwa Kioko Clinic,,,,,,,,,,,,,,,,,,,,,,,,35545285,1,2015/11/24 08:15:56+00,81a0230a8fe84ed4807eb7e1c2ad43d2
,,797456421,way,18.75,hospital,hospital,Kilome NH,,,,,,,,,,,,,,,,,,,,,Mombasa Road,,Emali,84268096,1,2020/04/28 12:50:27+00,ad46e3468cb248ddbe1214f73375ea4d
39.98637775,2.710190281,3702436364,node,9.375,clinic,,Dunto Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33408690,1,2015/08/18 07:43:43+00,ab387d12ca3042cc8545cede64111d28
36.86911518,-1.257631271,2378763929,node,21.875,pharmacy,,TRANSMAX HEALTHCARE,,,,private,operational,Mo-Fr 08:30-20:00,,,,,yes,,,,,,,,,,,,,19292003,2,2013/12/05 16:14:18+00,ba8eef72e6c345ca81f288ce34b91391
36.89142077,-1.246818951,8891905579,node,12.5,clinic,clinic,Gonga Njaa,,,,,,,,,,,,,,,,,,,,,,,,107379304,1,2021/07/04 08:08:24+00,dc6e3b351c924066951ed805c60eb3a0
35.05197498,1.250971682,6908475308,node,15.625,clinic,,Kaplelach-Koror Dispensary,,,,,,,,,,,no,,,,,none,,,,,,,,77093971,2,2019/11/14 20:32:41+00,7c3030d4e82645b7b758b9c0c5f26159
,,796969747,way,21.875,hospital,hospital,Muranga District Hospital,County Government of Muranga,,,,,,,,,,,,,,,,,,,,Hospital Road,,Murang'a,84204000,1,2020/04/27 14:03:26+00,6695819ff69943acb4cba14b6b3673ac
36.88589994,-1.303360001,8894604401,node,12.5,pharmacy,pharmacy,Sunset Chemist/Cosmetic,,,,,,,,,,,,,,,,,,,,,,,,107429931,1,2021/07/05 09:39:09+00,6cca779eed44457483e0fc218653fe21
35.88606999,0.340182935,6798591056,node,15.625,clinic,,Bekibon Maternity Renovation,,,,,,,,,,,yes,,,,,often,,,,,,,,114511456,4,2021/12/03 07:48:59+00,65f74a1a90f642e0b21771b3440c7488
36.74126165,-1.286750003,8047604837,node,15.625,,laboratory,Jewish Path Laboratory Ultrasound,,,,ngo_international,operational,,,,,,,,,,,,,,,,,,,147644223,3,2024/02/19 10:45:42+00,dcb239233d61400180c87b85ad788689
34.75512494,-0.120853339,8214402692,node,15.625,pharmacy,,Kilo Junction Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,072b037f187c4fa6a172976018c5ff5f
36.86318784,-1.261115041,4503972768,node,18.75,pharmacy,,Baraka chemist,,,,private,operational,09:00-21:00,,,,,,,,,,,,,,,,,,64907955,3,2018/11/26 18:33:53+00,6f7e3b1efc1644d6b83aae777f7ddf97
36.80021535,-1.314791827,708750160,node,25,pharmacy,,Nyasira Chemist,,,,private,operational,Mo-Su 09:00-19:00,,,,,no,,,,,,,,,,,,,134439265,3,2023/04/03 06:41:04+00,93ecd3bf7a6d40e1b5338ebe97ea865f
,,482604211,way,15.625,hospital,hospital,Wundanyi Health Centre,,,,,,,,,,,,,,,,,,,,,,,Wundanyi,84267310,2,2020/04/28 12:36:25+00,4ab4df6a44404cc2bb64af12a50d4f78
34.70935648,-0.075675551,8214402699,node,15.625,pharmacy,,Dentosh,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,3ff9790f979d4648bff6eccb7317d4c3
,,792437425,way,12.5,hospital,hospital,Dom Health Care,,,,,,,,,,,,,,,,,,,,,,,,83631683,1,2020/04/16 07:31:42+00,f265c8a2cf2f471c8d699637af32676c
,,573128008,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,84329070,2,2020/04/29 10:14:20+00,be561d1b11494d469294dd0c61041422
36.80249992,-1.262860154,11414546929,node,9.375,pharmacy,,pharmaplus,,,,,,,,,,,,,,,,,,,,,,,,145071680,1,2023/12/13 11:38:51+00,a35ea3246d244b6e91065d5d4df148b2
36.07995732,-0.295940316,9903510722,node,9.375,hospital,,Bondeni hospital,,,,,,,,,,,,,,,,,,,,,,,,123924549,1,2022/07/22 07:38:04+00,a4303b213c3a4fd6bb19402cffe9f7e7
36.84665378,-1.312301815,1500016811,node,12.5,pharmacy,,Trust and Rejoice Medical Clinic,,,,,,,,,,,yes,,,,,,,,,,,,,10917428,2,2012/03/09 09:00:38+00,3219e2cb22b246dd921ff3978387c342
,,401976009,way,21.875,clinic,clinic,Technical University Dispensary,,,,,,"PH,Mo-Su 08:00-17:00",,,,,,,,,,,,,,,Haile Selassie Avenue,,Nairobi,131996934,5,2023/02/02 10:38:19+00,a4920ece7a324b66a0260c2f0bfb0809
,,792480904,way,12.5,hospital,hospital,Mombasa Hospital,,,,,,,,,,,,,,,,,,,,,,,,143773840,3,2023/11/08 10:43:53+00,e8ec94c8a02e4e34bb9fc8dd1b9efce8
35.67944333,0.546983765,5779268901,node,21.875,clinic,,Chesongo Dispensary,County Government Of Baringo,,,,Operational,,,,,,yes,,,,,often,,,,,,,,75323357,7,2019/10/05 16:49:33+00,2016c5372be342eda491dd70827e708a
36.86446314,-1.258889562,1124602228,node,12.5,pharmacy,,Late night chemist,,,,,,,,,,,yes,,,,,,,,,,,,,65112235,2,2018/12/03 04:47:28+00,c343b3f69c81459ba843b4ae57f13e48
36.77902028,-1.31544176,698629331,node,21.875,pharmacy,,Hiltop Chemist,,,,private,,09:00-22:00,,,,,yes,,,,,,,,,,,,,136449098,6,2023/05/23 10:02:59+00,9a7318446fcb4c7a83cc6bb4c778a6ae
36.69270319,-1.254542707,12075450045,node,15.625,hospital,hospital,Afia Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,154446736,1,2024/07/26 14:45:43+00,4881f893d7224d769b9846cc3486c0e3
,,792142037,way,21.875,hospital,hospital,Church of God Clinic,,,,ngo_faith_based,operational,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,,135840728,2,2023/05/08 08:11:34+00,f3323f73d9e0446395e55e42e1a6d66f
36.77601822,-1.316151707,7930813000,node,15.625,clinic,,Beyond Zero Dispensary,,,,county_government,operational,,,,,,,,,,,,,,,,,,,135607304,2,2023/05/02 09:28:28+00,89230d90966940f39f348077360beba9
36.88737382,-1.318039228,878847326,node,9.375,hospital,,AFYA MEDICAL CLINIC,,,,,,,,,,,,,,,,,,,,,,,,5590201,1,2010/08/25 14:20:03+00,60f8e731741c4717a6fd11092ecc50dc
,,232285893,way,12.5,hospital,,Eshimukoko Heath Centre,,survey,,,,,,,,,,,,,,,,,,,,,,127282455,4,2022/10/10 06:43:51+00,57660aa316f5445597b1be1ac80e7ed2
34.77123169,-0.090566757,8190838238,node,15.625,,laboratory,Government Chemist Kisumu Laboratory,,,,county_government,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,0270295f6e5c4170bed3b52aafbc3f79
34.77494353,-0.084834373,8214402667,node,15.625,pharmacy,,Dopa Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,130032934,2,2022/12/13 11:39:52+00,6049b62d8d524cbcb8daeb127b9c682d
36.85565812,-1.265289564,4502112949,node,18.75,pharmacy,,Glory2 Chemist,,,,private,operational,09:00-21:00,,,,,,,,,,,,,,,,,,64908216,3,2018/11/26 18:44:26+00,a082915d03fa4c81bace36e04ad92162
,,498077387,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,111323740,3,2021/09/17 07:40:49+00,b281fbf7c62645cdb37489ef4f309f73
35.73206886,0.055391682,5817717027,node,15.625,hospital,,Eldama Ravine Nursing Home,,,,,,,,,,,yes,,,,,always,,,,,,,,61771146,4,2018/08/18 13:55:19+00,96d35ba8e6c548e38c7fec1274fc44f1
,,797375160,way,15.625,hospital,hospital,Dandora Health Centre,City Council,,,,,,,,,,,,,,,,,,,,,,,84261279,1,2020/04/28 11:05:01+00,c3f5c6498352418dafa643b9c0d411c6
36.87561158,-1.251401254,1038219155,node,18.75,pharmacy,pharmacy,Baraka medical centre,,,,,,24-Jul,,,,,yes,,,,,,,,,,,,,100224317,2,2021/03/01 18:18:56+00,071b6eb3b5db4e2b98b442c14ac47d13
35.74217777,0.492407266,5817722224,node,15.625,pharmacy,,Lelbel Chemist,,,,,,,,,,,yes,,,,,always,,,,,,,,61817326,3,2018/08/20 09:44:51+00,3a26429fc1ba4a14b142898adff390a1
39.78388463,-3.181585833,11290358689,node,25,pharmacy,,Chembe chembe,Jackline sifa,KRCS2023,,private,operational,sunrise-sunset,,,,,,,,,,,,,,,,,,143149317,1,2023/10/26 08:03:54+00,695bfdcdc347428aaec13bc834ea3aae
34.76895323,-0.101895066,8214402683,node,15.625,pharmacy,,Makasembo Pharmarcy,,,,private,operational,,,,,,,,,,,,,,,,,,,132071234,2,2023/02/04 10:58:58+00,3a6d70e1929f43e0990df55017c19852
40.21274353,-2.335987506,11219799830,node,12.5,clinic,clinic,Galili Dispensary,,,,,,,,,,,,,,,,,,,,,,,,153861106,2,2024/07/12 15:32:36+00,1c62d455ce45464eb74a82c74ecbdb6c
36.84551778,-1.265493664,8100968117,node,15.625,pharmacy,,Great,,,,,,Mo-Su 09:00-18:30,,,,,,,,,,,,,,,Hot spot zone at mlango kubwa,,,113752869,2,2021/11/14 07:09:04+00,d231a776047341c2a4e6046257a1d0bd
36.77935045,-1.300863954,5412286155,node,18.75,clinic,clinic,Iran Medical Clinic,,,,,,,,,,,,,,,,,,,,,Suna Road,,Nairobi,136014599,2,2023/05/12 11:38:57+00,26b8d329aa4c46aeae67cb39abaa1845
36.88345293,-1.266619018,8476481218,node,25,clinic,clinic,Jamii Wellness Hospital,,,,private,operational,Mo-Su 09:00-17:00,5,,,,,,,,,,,,,,,,,100221208,1,2021/03/01 17:11:37+00,e2159cfef6a146559255e9019b3ed14e
36.81747034,-1.286156145,8415981918,node,28.125,clinic,clinic,Bliss GVS Health Care (Teleposta Clinic),,,paediatrics,private,operational,24-Jul,0,,,,,,,,,,,,,,,,,135966656,2,2023/05/11 08:50:31+00,2e3883af1d58435bb7812a41cdf4318f
,,667231411,way,18.75,hospital,hospital,Ruaraka Uhai Neema Hospital,,,,,,,,,,,,,,,,,,,,,Thika Road,,Nairobi,66773872,1,2019/01/30 15:09:49+00,05ae015e6a534f4caf0bc8089855a0ed
39.93772893,-3.182508848,11290358732,node,25,pharmacy,,Eliud safari,Private,KRCS2023,,private,operational,sunrise-sunset,,,,,,,,,,,,,,,,,,143149317,1,2023/10/26 08:03:54+00,9f11bad9265b4afc9324220f0dd4636c
,,322154094,way,12.5,hospital,,Ndege Oriedo,,,,,,,,,,,,,yes,,,,,,,,,,,29312655,2,2015/03/07 17:26:42+00,5b489a4c0cbc469b920bcfa3ec42dceb
,,618596458,way,21.875,hospital,hospital,Tiwi Health Centre,,,,ministry_of_health,operational,,,,,,,,,,,,,,,,,,,83694124,2,2020/04/17 08:56:15+00,09f4ae65b5ed4173aabb617d3f5aedb0
36.80283453,-1.315230033,612008709,node,18.75,hospital,,Rail Side Clinic,,,,private,operational,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,,,,134436534,5,2023/04/03 04:49:06+00,b0930ff1c19d4c83836828018592ff89
37.61006235,-1.789362612,5588303132,node,9.375,clinic,,Prison Dispensary,,,,,,,,,,,,,,,,,,,,,,,,75323440,3,2019/10/05 16:52:48+00,39cf8ec0291c4fe796189d84a41d7692
36.90138635,-1.297874381,8429588417,node,25,clinic,clinic,Kware Dispensary,,,,government,operational,Mo-Fr 08:00-17:00,4,,,,,,,,,,,,,,,,,99399296,1,2021/02/16 18:14:18+00,8ba6f3fe91e84ec08c5c091d4aefeda1
,,797418525,way,12.5,hospital,hospital,chamalo health centre,,,,,,,,,,,,,,,,,,,,,,,,84266985,1,2020/04/28 12:30:58+00,3631253b3b874192907c4bd7a8596a8f
34.78154998,-0.087365037,8190977149,node,15.625,clinic,,Prima Care Medical Center,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,33d08e2b20074da2a084243ef7c153a0
36.91366693,-1.267503057,8429432017,node,21.875,clinic,clinic,Kayole Outpatient Clinics,,,,,operational,Mo-Fr 08:00-17:00,0,,,,,,,,,,,,,,,,,99396092,1,2021/02/16 17:02:17+00,dd67f80dc91b45a9893584eeeea32624
36.79660988,-1.316966428,612011505,node,21.875,pharmacy,,Carol Medical Clinic,,,,private,operational,Mo-Su 07:00-21:00,,,,,yes,,,,,,,,,,,,,134436534,6,2023/04/03 04:49:06+00,cfa6c8fa7cb043e3904fd939bab598fe
34.75428348,-0.121437809,8191017985,node,15.625,clinic,,Afya Check,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,be11b4a43a12417182280853a6a8ae48
,,797349594,way,15.625,hospital,hospital,Wwajir County Referal Hospital,Ministry Of Health,,,,,,,,,,,,,,,,,,,,,,,128418467,2,2022/11/03 05:06:43+00,aed384615935467c85b02f3796b4c55e
36.78074997,-1.307760081,7930787274,node,15.625,clinic,,Radmed Kibera Ultrasound Center,,,,private,non_operational,,,,,,,,,,,,,,,,,,,135395522,2,2023/04/26 16:59:11+00,5b68c4e32e6d40dda233c83b1c908612
36.84410057,-1.281146365,8415763017,node,28.125,hospital,hospital,Care Hospital,,,gynaecology;paediatrics;radiology,private,operational,24-Jul,40,,,,,,,,,,,,,,,,,99124864,1,2021/02/11 17:31:58+00,78b9e0703d5d431ea41f46ccde66d2b0
36.78428186,-1.314767604,612010343,node,21.875,pharmacy,,Mzima Chemist,,,,private,,Mo-Fr 08:00-20:00,,,,,yes,,,,,,,,,,,,,63102011,7,2018/10/01 17:45:34+00,bc6bcad226da429c9b0cd3c39861e470
,,1049527331,way,12.5,hospital,,Rural District Hospital,Government,,,,,,,,,,,,,,,,,,,,,,,119373613,1,2022/04/06 07:53:57+00,28b0254792054c7f808c180a2aa32652
,,798351083,way,21.875,hospital,hospital,St . Francis Community Hospital,,,,,,,,,,,,,yes,,,,,,,,Kasarani Mwiki Road,,Nairobi,121085064,3,2022/05/17 07:51:00+00,2d9e220d9bdd47b8a71eba8e76e6e519
,,685857773,way,25,hospital,hospital,The Nairobi Women's Hospital - Adams,,,,,,,,,,,,,,,,,,,,"P.O. Box 10552-00100,",Kirichwa Road,10552-00100,Nairobi,135969891,4,2023/05/11 10:04:58+00,e819e78e96e54f0d95026ad92f9e0be6
37.15983998,-0.721565983,3105367397,node,15.625,pharmacy,,Kahuro Chemist,,,,,,Mo-Sa 08:00-18:00,,,,,yes,,,,,,,,,,,,,64908393,2,2018/11/26 18:50:19+00,6b0b1c7080bf4fb3b61ef144a749b77b
,,369335447,way,6.25,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,33827226,1,2015/09/06 07:53:36+00,1c7e309e9f364bc08eebcaaf3fe72fcd
36.18835964,-0.262673716,9841026329,node,15.625,hospital,hospital,Sunshine Medical Plaza,,,general,,,,,,,,,,,,,,,,,,,,,122749774,1,2022/06/23 09:36:24+00,b08a2b35a1574bbaa162fe0e7fda03eb
,,428473706,way,9.375,hospital,,Mercy Mission Hospital,,,,,,,,,,,,,,,,,,,,,,,,40417406,1,2016/07/01 13:45:51+00,164daa08e04c4a049ac716208125403f
36.74840647,-1.291710748,8074036802,node,15.625,pharmacy,,Galex,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,d911b6c3d51b41cf8084333ea267d486
35.84610323,0.324059926,6807606395,node,15.625,clinic,,Sereton Dispensary,,,,,,,,,,,no,,,,,none,,,,,,,,75303433,2,2019/10/04 20:36:46+00,a2671102d6cb4bd1a14645e8e185092c
,,798354040,way,12.5,hospital,hospital,Mwakirunge Health Centre,,,,,,,,,,,,,,,,,,,,,,,,84412158,1,2020/04/30 12:11:48+00,0d92116eef9947e6a8d0d0035e8f5036
39.57803246,-4.307795945,5301189193,node,15.625,pharmacy,,Ken's Pharmacy And Cosmetics,,,,,,,,,,,,,,,,,,,,,Diani Beach Road,,Diani Beach / Ukunda,140474504,3,2023/08/28 04:12:18+00,73a1b14d88f444ca8de2f7eb8b607813
36.85529845,-1.262037302,2379875645,node,21.875,pharmacy,,Baraka chemist,,,,private,operational,06:00-21:00,,,,,yes,,,,,,,,,,,,,19292003,3,2013/12/05 16:13:53+00,6b1eb0ac40964a058bdfe644328fde5e
34.7798223,-0.081880171,8214402716,node,15.625,pharmacy,,Doxa Pharmaceuticals and Eye Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,a5ea7e0b71f34a29a777da552383a036
36.8063753,-1.265313872,5552269195,node,25,pharmacy,pharmacy,Ram Pharmaceuticals Ltd,,,,,,,,,,,yes,,,,,,,,,"Vision Tower,",Muthithi Road,,Nairobi,63092703,2,2018/10/01 12:20:47+00,1aaed87e14db41ea95b79688fff518fc
,,796948428,way,12.5,hospital,hospital,wikithuki dispensary,,,,,,,,,,,,,,,,,,,,,,,,84201101,1,2020/04/27 13:01:40+00,19924e699f424cd28288d954dabeb9d0
37.36573297,-0.619551516,11748303669,node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,148919202,1,2024/03/20 15:10:52+00,1653c504d872420c85d96eadd01ef4eb
37.70672597,-1.052134246,1367802448,node,9.375,hospital,,Mikuyuni Dispensary,,,,,,,,,,,,,,,,,,,,,,,,83646959,2,2020/04/16 11:52:27+00,bea950f7e51d4d3ea686b2e7d9a6cd34
39.70048452,-4.043919635,3848642520,node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,35483363,1,2015/11/21 10:07:16+00,fa4e22df61a24583b8c13edfd2fc2365
40.12302917,-3.16021441,11290358712,node,25,pharmacy,,Oasis Community Health Moi,Jonathan Ndurya,KRCS2023,,private,operational,sunrise-sunset,,,,,,,,,,,,,,,,,,143149317,1,2023/10/26 08:03:54+00,e6a309229c6140169fdef7672969a3fc
36.8440486,-1.279735104,8429563117,node,28.125,hospital,hospital,Health Gate Hospital,,,gynaecology;paediatrics;radiology,private,operational,24-Jul,70,,,,,,,,,,,,,,,,,129184587,2,2022/11/21 08:14:11+00,3c019071eff14b74a03b818737115cae
36.8615677,-1.263136002,1103092401,node,21.875,pharmacy,,Boodad Communicatiion Lifeguard Chemist,,,,private,operational,07:00-21:00,,,,,yes,,,,,,,,,,,,,64907523,4,2018/11/26 18:19:43+00,478bea29bc3c4e2fb739725d781f2045
36.78349052,-1.306592147,612009265,node,18.75,hospital,,Mareba Medical Clinic,,,,private,operational,08:00-20:00,,,,,,,,,,,,,,,,,,135607304,7,2023/05/02 09:28:28+00,bf085c085f4e48cbbb639480bb451b6c
36.74565997,-1.286101746,8074036757,node,15.625,pharmacy,,Titan Chemist,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,3fb8279e53304b989090a1af9937a674
37.83763697,-1.473556976,7549451145,node,21.875,hospital,hospital,Kiusyani Heath Center,county government,,clinic,public,,,,,,,,,,,,,,,,,,,,85625753,1,2020/05/22 18:00:36+00,1710340919834d83aef35868e0f8534e
36.90345215,-1.24766041,8962970093,node,12.5,dentist,dentist,Dandora II Health Center,,,,,,,,,,,,,,,,,,,,,,,,123180197,2,2022/07/04 09:08:46+00,eca5482554aa4c61b16a6fa3e7bb9804
,,386760282,way,21.875,hospital,,Siaya District Hospital,Government,,,,,,,,,,,,yes,,,,,,,,,40600,Siaya,43715388,4,2016/11/17 00:53:09+00,899a8b222bde447c82b161ddb0a8c54e
36.87122876,-1.31736482,1437347851,node,12.5,pharmacy,,Lagos cilinic,,,,,,,,,,,yes,,,,,,,,,,,,,9341092,1,2011/09/19 10:20:42+00,54c393ec24e04a80940ba9bd52602e56
,,798632041,way,18.75,hospital,hospital,Kisumu County Referral,,,,,,,,,,,,,,,,,,,,,Angawa Avenue,,Kisumu,131434203,4,2023/01/18 18:40:29+00,23e28f9b0add4d92870a6109dcd5789e
34.78171166,-0.07472035,8214402696,node,15.625,pharmacy,,Nyaoro Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,3,2024/07/22 14:05:51+00,2776d90846c343ab9e7c59e379cb161d
36.77557189,-1.311148633,708731820,node,25,pharmacy,,Ja dunga,,,,private,operational,08:00-13:00,,,,,no,,,,,,,,,,,,,17586567,5,2013/08/30 10:39:12+00,f30544f0d7204cbab2d497a9ed3076ac
35.96659476,-0.408403161,2117920159,node,9.375,doctors,,,,survey,,,,,,,,,,,,,,,,,,,,,,14698255,1,2013/01/18 16:30:22+00,1ff8c99e838441ebb8a498b3c9695e00
36.89226348,-1.316554458,949598225,node,12.5,hospital,nursing_home,Huruma Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,56694932,2,2018/02/26 16:07:28+00,ff50875879054991bd08299a36a47cb0
36.77948456,-1.315147807,1727588883,node,12.5,pharmacy,,toresh chemist,,,,,,,,,,,no,,,,,,,,,,,,,136449098,3,2023/05/23 10:02:59+00,77f0c71b45f64c8ba954c80d55763273
36.85932193,-1.261735973,8032765485,node,15.625,pharmacy,,Shemile,,,,,,Mo-Su 08:30-22:00,,,,,,,,,,,,,,,Mathare 4A,,,113752869,2,2021/11/14 07:09:04+00,8456c39d8c1845c3a69434db58ec9c9f
36.8686981,-1.311401012,5704419900,node,18.75,hospital,,medilink medical,,survey,,private,operational,,,,,,,,,,,,,,,,,,,159363008,3,2024/11/20 12:07:49+00,a55b4bb863504bd0aa7972d9da126007
36.77413187,-1.310505909,2433643012,node,12.5,pharmacy,,ramogi chemist,,,,,,,,,,,no,,,,,,,,,,,,,135608976,2,2023/05/02 10:09:37+00,90585dc25d98470dbb48a3ba32db2cd0
34.74437498,-0.131593323,8191042341,node,15.625,clinic,,Dunga Maternity and Nursing Home,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,af300bae02cc4b75b27f7d5f11b24415
36.77854185,-1.314126975,4965724936,node,18.75,clinic,,Beyond Zero Community Clinic,,,,ministry_of_health,operational,10:00-17:00,,,,,,,,,,,,,,,,,,72498627,2,2019/07/22 05:09:46+00,4fbdc40c4299454b9753625e0ee7a18a
36.88049999,-1.309040081,8894592644,node,12.5,clinic,clinic,Cana Family Health Center,,,,,,,,,,,,,,,,,,,,,,,,107429683,1,2021/07/05 09:34:43+00,1dccef5242d34bb9a0677406d50f82da
39.65231498,-0.484577058,11364707382,node,21.875,pharmacy,,Al Baitul Tiiba Pharmacy,Ministry of Health,,,private,operational,3hrs,,,,,,,,,,,,,,,,,,144257155,1,2023/11/20 17:57:19+00,134b74a0b3d04f0fa49e446477a44523
36.74832165,-1.288066716,8047604830,node,15.625,clinic,,Fairview Medical Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,147644223,4,2024/02/19 10:45:42+00,b626757ffb4e4f068eee2f3bad02255c
36.80980492,-1.234711041,9545847827,node,28.125,dentist,dentist,Rainbow smiles dental clinic,,,dentist,,,"Mo-Fr 09:30-17:30, Sa 09:30-13:30; PH off",,,,,,,,,,,,,,Warwick Centre,ICRAF Road,,Nairobi,127113766,2,2022/10/06 18:13:19+00,bc41cbf2ff14462990435de6960562e3
